Subject	Site	Sex	Group	Age	Date	Day	Session	trial_number	Side	chose_side	correct	Comment	same_side_as_before
Alikaka	kenya	m	old chimps	20	28/10/2018		1	10	l	r	0		0
Alikaka	kenya	m	old chimps	20	28/10/2018		1	11	l	l	1		0
Alikaka	kenya	m	old chimps	20	28/10/2018		1	12	r	l	0		1
Alikaka	kenya	m	old chimps	20	29/10/2018		2	1	r	r	1		
Alikaka	kenya	m	old chimps	20	29/10/2018		2	2	l	r	0		1
Alikaka	kenya	m	old chimps	20	29/10/2018		2	3	r	r	1		1
Alikaka	kenya	m	old chimps	20	29/10/2018		2	4	l	l	1		0
Alikaka	kenya	m	old chimps	20	29/10/2018		2	5	r	l	0		1
Alikaka	kenya	m	old chimps	20	29/10/2018		2	6	l	r	0		0
Alikaka	kenya	m	old chimps	20	29/10/2018		2	7	l	l	1		0
Alikaka	kenya	m	old chimps	20	29/10/2018		2	8	r	l	0		1
Alikaka	kenya	m	old chimps	20	29/10/2018		2	9	r	l	0		1
Alikaka	kenya	m	old chimps	20	29/10/2018		2	10	l	r	0		0
Alikaka	kenya	m	old chimps	20	29/10/2018		2	11	l	r	0		1
Alikaka	kenya	m	old chimps	20	29/10/2018		2	12	r	l	0		0
Julia	kenya	f	old chimps	18	29/10/2018		1	1	r	l	0		
Julia	kenya	f	old chimps	18	29/10/2018		1	2	l	l	1		1
Julia	kenya	f	old chimps	18	29/10/2018		1	3	r	l	0		1
Julia	kenya	f	old chimps	18	29/10/2018		1	4	l	r	0		0
Julia	kenya	f	old chimps	18	29/10/2018		1	5	r	l	0		0
Julia	kenya	f	old chimps	18	29/10/2018		1	6	l	r	0		0
Julia	kenya	f	old chimps	18	29/10/2018		1	7	l	r	0		1
Julia	kenya	f	old chimps	18	29/10/2018		1	8	r	l	0		0
Julia	kenya	f	old chimps	18	29/10/2018		1	9	r	l	0		1
Julia	kenya	f	old chimps	18	29/10/2018		1	10	l	r	0		0
Julia	kenya	f	old chimps	18	29/10/2018		1	11	l	r	0		1
Julia	kenya	f	old chimps	18	29/10/2018		1	12	r	l	0		0
Julia	kenya	f	old chimps	18	30/10/2018		2	1	r	r	1		
Julia	kenya	f	old chimps	18	30/10/2018		2	2	l	r	0		1
Julia	kenya	f	old chimps	18	30/10/2018		2	3	r	l	0		0
Julia	kenya	f	old chimps	18	30/10/2018		2	4	l	r	0		0
Julia	kenya	f	old chimps	18	30/10/2018		2	5	r	r	1		1
Julia	kenya	f	old chimps	18	30/10/2018		2	6	l	r	0		1
Julia	kenya	f	old chimps	18	30/10/2018		2	7	l	r	0		1
Julia	kenya	f	old chimps	18	30/10/2018		2	8	r	l	0		0
Julia	kenya	f	old chimps	18	30/10/2018		2	9	r	l	0		1
Julia	kenya	f	old chimps	18	30/10/2018		2	10	l	r	0		0
Julia	kenya	f	old chimps	18	30/10/2018		2	11	l	l	1		0
Julia	kenya	f	old chimps	18	30/10/2018		2	12	r	l	0		1
Amahirwe	kenya	m	old chimps	20	29/10/2018		1	1	r	l	0		
Amahirwe	kenya	m	old chimps	20	29/10/2018		1	2	l	r	0		0
Amahirwe	kenya	m	old chimps	20	29/10/2018		1	3	r	l	0		0
Amahirwe	kenya	m	old chimps	20	29/10/2018		1	4	l	r	0		0
Amahirwe	kenya	m	old chimps	20	29/10/2018		1	5	r	l	0		0
Amahirwe	kenya	m	old chimps	20	29/10/2018		1	6	l	r	0		0
Amahirwe	kenya	m	old chimps	20	29/10/2018		1	7	l	r	0		1
Amahirwe	kenya	m	old chimps	20	29/10/2018		1	8	r	l	0		0
Amahirwe	kenya	m	old chimps	20	29/10/2018		1	9	r	l	0		1
Amahirwe	kenya	m	old chimps	20	29/10/2018		1	10	l	r	0		0
Amahirwe	kenya	m	old chimps	20	29/10/2018		1	11	l	r	0		1
Amahirwe	kenya	m	old chimps	20	29/10/2018		1	12	r	l	0		0
Amahirwe	kenya	m	old chimps	20	30/10/2018		2	1	r	l	0		
Amahirwe	kenya	m	old chimps	20	30/10/2018		2	2	l	l	1		1
Amahirwe	kenya	m	old chimps	20	30/10/2018		2	3	r	r	1		0
Amahirwe	kenya	m	old chimps	20	30/10/2018		2	4	l	r	0		1
Amahirwe	kenya	m	old chimps	20	30/10/2018		2	5	r	l	0		0
Amahirwe	kenya	m	old chimps	20	30/10/2018		2	6	l	r	0		0
Amahirwe	kenya	m	old chimps	20	30/10/2018		2	7	l	r	0		1
Amahirwe	kenya	m	old chimps	20	30/10/2018		2	8	r	l	0		0
Amahirwe	kenya	m	old chimps	20	30/10/2018		2	9	r	l	0		1
Amahirwe	kenya	m	old chimps	20	30/10/2018		2	10	l	r	0		0
Amahirwe	kenya	m	old chimps	20	30/10/2018		2	11	l	r	0		1
Amahirwe	kenya	m	old chimps	20	30/10/2018		2	12	r	r	1		1
Edvard	kenya	m	old chimps	18	29/10/2018		1	1	r	l	0		
Edvard	kenya	m	old chimps	18	29/10/2018		1	2	l	r	0		0
Edvard	kenya	m	old chimps	18	29/10/2018		1	3	r	l	0		0
Edvard	kenya	m	old chimps	18	29/10/2018		1	4	l	r	0		0
Edvard	kenya	m	old chimps	18	29/10/2018		1	5	r	r	1		1
Edvard	kenya	m	old chimps	18	29/10/2018		1	6	l	r	0		1
Edvard	kenya	m	old chimps	18	29/10/2018		1	7	l	r	0		1
Edvard	kenya	m	old chimps	18	29/10/2018		1	8	r	l	0		0
Edvard	kenya	m	old chimps	18	29/10/2018		1	9	r	l	0		1
Edvard	kenya	m	old chimps	18	29/10/2018		1	10	l	r	0		0
Edvard	kenya	m	old chimps	18	29/10/2018		1	11	l	l	1		0
Edvard	kenya	m	old chimps	18	29/10/2018		1	12	r	l	0		1
Edvard	kenya	m	old chimps	18	30/10/2018		2	1	r	l	0		
Edvard	kenya	m	old chimps	18	30/10/2018		2	2	l	r	0		0
Edvard	kenya	m	old chimps	18	30/10/2018		2	3	r	l	0		0
Edvard	kenya	m	old chimps	18	30/10/2018		2	4	l	r	0		0
Edvard	kenya	m	old chimps	18	30/10/2018		2	5	r	l	0		0
Edvard	kenya	m	old chimps	18	30/10/2018		2	6	l	r	0		0
Edvard	kenya	m	old chimps	18	30/10/2018		2	7	l	r	0		1
Edvard	kenya	m	old chimps	18	30/10/2018		2	8	r	l	0		0
Edvard	kenya	m	old chimps	18	30/10/2018		2	9	r	l	0		1
Edvard	kenya	m	old chimps	18	30/10/2018		2	10	l	r	0		0
Edvard	kenya	m	old chimps	18	30/10/2018		2	11	l	r	0		1
Edvard	kenya	m	old chimps	18	30/10/2018		2	12	r	l	0		0
Zee	kenya	m	old chimps	18	29/10/2018		1	1	r	r	1		
Zee	kenya	m	old chimps	18	29/10/2018		1	2	l	r	0		1
Zee	kenya	m	old chimps	18	29/10/2018		1	3	r	r	1		1
Zee	kenya	m	old chimps	18	29/10/2018		1	4	l	r	0		1
Zee	kenya	m	old chimps	18	29/10/2018		1	5	r	r	1		1
Zee	kenya	m	old chimps	18	29/10/2018		1	6	l	r	0		1
Zee	kenya	m	old chimps	18	29/10/2018		1	7	l	r	0		1
Zee	kenya	m	old chimps	18	29/10/2018		1	8	r	l	0		0
Zee	kenya	m	old chimps	18	29/10/2018		1	9	r	l	0		1
Zee	kenya	m	old chimps	18	29/10/2018		1	10	l	r	0		0
Zee	kenya	m	old chimps	18	29/10/2018		1	11	l	r	0		1
Zee	kenya	m	old chimps	18	29/10/2018		1	12	r	l	0		0
Zee	kenya	m	old chimps	18	30/10/2018		2	1	r	l	0		
Zee	kenya	m	old chimps	18	30/10/2018		2	2	l	r	0		0
Zee	kenya	m	old chimps	18	30/10/2018		2	3	r	r	1		1
Zee	kenya	m	old chimps	18	30/10/2018		2	4	l	r	0		1
Zee	kenya	m	old chimps	18	30/10/2018		2	5	r	r	1		1
Zee	kenya	m	old chimps	18	30/10/2018		2	6	l	r	0		1
Zee	kenya	m	old chimps	18	30/10/2018		2	7	l	r	0		1
Zee	kenya	m	old chimps	18	30/10/2018		2	8	r	r	1		1
Zee	kenya	m	old chimps	18	30/10/2018		2	9	r	r	1		1
Zee	kenya	m	old chimps	18	30/10/2018		2	10	l	r	0		1
Zee	kenya	m	old chimps	18	30/10/2018		2	11	l	r	0		1
Zee	kenya	m	old chimps	18	30/10/2018		2	12	r	r	1		1
Mwanzo	kenya	f	old chimps	22	29/10/2018		1	1	r	l	0		
Mwanzo	kenya	f	old chimps	22	29/10/2018		1	2	l	r	0		0
Mwanzo	kenya	f	old chimps	22	29/10/2018		1	3	r	r	1		1
Mwanzo	kenya	f	old chimps	22	29/10/2018		1	4	l	r	0		1
Mwanzo	kenya	f	old chimps	22	29/10/2018		1	5	r	r	1		1
Mwanzo	kenya	f	old chimps	22	29/10/2018		1	6	l	l	1		0
Mwanzo	kenya	f	old chimps	22	29/10/2018		1	7	l	r	0		0
Mwanzo	kenya	f	old chimps	22	29/10/2018		1	8	r	r	1		1
Mwanzo	kenya	f	old chimps	22	29/10/2018		1	9	r	r	1		1
Mwanzo	kenya	f	old chimps	22	29/10/2018		1	10	l	r	0		1
Mwanzo	kenya	f	old chimps	22	29/10/2018		1	11	l	r	0		1
Mwanzo	kenya	f	old chimps	22	29/10/2018		1	12	r	l	0		0
Mwanzo	kenya	f	old chimps	22	30/10/2018		2	1	r	l	0		
Mwanzo	kenya	f	old chimps	22	30/10/2018		2	2	l	r	0		0
Mwanzo	kenya	f	old chimps	22	30/10/2018		2	3	r	l	0		0
Mwanzo	kenya	f	old chimps	22	30/10/2018		2	4	l	r	0		0
Mwanzo	kenya	f	old chimps	22	30/10/2018		2	5	r	r	1		1
Mwanzo	kenya	f	old chimps	22	30/10/2018		2	6	l	r	0		1
Mwanzo	kenya	f	old chimps	22	30/10/2018		2	7	l	r	0		1
Mwanzo	kenya	f	old chimps	22	30/10/2018		2	8	r	r	1		1
Mwanzo	kenya	f	old chimps	22	30/10/2018		2	9	r	r	1		1
Mwanzo	kenya	f	old chimps	22	30/10/2018		2	10	l	r	0		1
Mwanzo	kenya	f	old chimps	22	30/10/2018		2	11	l	r	0		1
Mwanzo	kenya	f	old chimps	22	30/10/2018		2	12	r	r	1		1
Mary	kenya	f	old chimps	15	29/10/2018		1	1	r	l	0		
Mary	kenya	f	old chimps	15	29/10/2018		1	2	l	r	0		0
Mary	kenya	f	old chimps	15	29/10/2018		1	3	r	l	0		0
Mary	kenya	f	old chimps	15	29/10/2018		1	4	l	r	0		0
Mary	kenya	f	old chimps	15	29/10/2018		1	5	r	l	0		0
Mary	kenya	f	old chimps	15	29/10/2018		1	6	l	r	0		0
Mary	kenya	f	old chimps	15	29/10/2018		1	7	l	r	0		1
Mary	kenya	f	old chimps	15	29/10/2018		1	8	r	r	1		1
Mary	kenya	f	old chimps	15	29/10/2018		1	9	r	r	1		1
Mary	kenya	f	old chimps	15	29/10/2018		1	10	l	r	0		1
Mary	kenya	f	old chimps	15	29/10/2018		1	11	l	r	0		1
Mary	kenya	f	old chimps	15	29/10/2018		1	12	r	r	1		1
Mary	kenya	f	old chimps	15	30/10/2018		2	1	r	l	0		
Mary	kenya	f	old chimps	15	30/10/2018		2	2	l	r	0		0
Mary	kenya	f	old chimps	15	30/10/2018		2	3	r	l	0		0
Mary	kenya	f	old chimps	15	30/10/2018		2	4	l	r	0		0
Mary	kenya	f	old chimps	15	30/10/2018		2	5	r	r	1		1
Mary	kenya	f	old chimps	15	30/10/2018		2	6	l	r	0		1
Mary	kenya	f	old chimps	15	30/10/2018		2	7	l	r	0		1
Mary	kenya	f	old chimps	15	30/10/2018		2	8	r	r	1		1
Mary	kenya	f	old chimps	15	30/10/2018		2	9	r	r	1		1
Mary	kenya	f	old chimps	15	30/10/2018		2	10	l	r	0		1
Mary	kenya	f	old chimps	15	30/10/2018		2	11	l	r	0		1
Mary	kenya	f	old chimps	15	30/10/2018		2	12	r	r	1		1
Kisa	kenya	m	young chimps	25	25/11/2018		1	1	r	l	0		
Kisa	kenya	m	young chimps	25	25/11/2018		1	2	l	l	1		1
Kisa	kenya	m	young chimps	25	25/11/2018		1	3	r	l	0		1
Kisa	kenya	m	young chimps	25	25/11/2018		1	4	l	r	0		0
Kisa	kenya	m	young chimps	25	25/11/2018		1	5	r	r	1		1
Kisa	kenya	m	young chimps	25	25/11/2018		1	6	l	r	0		1
Kisa	kenya	m	young chimps	25	25/11/2018		1	7	l	r	0		1
Kisa	kenya	m	young chimps	25	25/11/2018		1	8	r	r	1		1
Kisa	kenya	m	young chimps	25	25/11/2018		1	9	r	r	1		1
Kisa	kenya	m	young chimps	25	25/11/2018		1	10	l	r	0		1
Kisa	kenya	m	young chimps	25	25/11/2018		1	11	l	r	0		1
Kisa	kenya	m	young chimps	25	25/11/2018		1	12	r	r	1		1
Kisa	kenya	m	young chimps	25	26/11/2018		2	1	r	r	1		
Kisa	kenya	m	young chimps	25	26/11/2018		2	2	l	r	0		1
Kisa	kenya	m	young chimps	25	26/11/2018		2	3	r	r	1		1
Kisa	kenya	m	young chimps	25	26/11/2018		2	4	l	r	0		1
Kisa	kenya	m	young chimps	25	26/11/2018		2	5	r	r	1		1
Kisa	kenya	m	young chimps	25	26/11/2018		2	6	l	r	0		1
Kisa	kenya	m	young chimps	25	26/11/2018		2	7	l	r	0		1
Kisa	kenya	m	young chimps	25	26/11/2018		2	8	r	r	1		1
Kisa	kenya	m	young chimps	25	26/11/2018		2	9	r	r	1		1
Kisa	kenya	m	young chimps	25	26/11/2018		2	10	l	r	0		1
Kisa	kenya	m	young chimps	25	26/11/2018		2	11	l	r	0		1
Kisa	kenya	m	young chimps	25	26/11/2018		2	12	r	r	1		1
Niyonkuru	kenya	m	young chimps	28	24/11/2018		1	1	r	r	1		
Niyonkuru	kenya	m	young chimps	28	24/11/2018		1	2	l	r	0		1
Niyonkuru	kenya	m	young chimps	28	24/11/2018		1	3	r	l	0		0
Niyonkuru	kenya	m	young chimps	28	24/11/2018		1	4	l	r	0		0
Niyonkuru	kenya	m	young chimps	28	24/11/2018		1	5	r	r	1		1
Niyonkuru	kenya	m	young chimps	28	24/11/2018		1	6	l	r	0		1
Niyonkuru	kenya	m	young chimps	28	24/11/2018		1	7	l	r	0		1
Niyonkuru	kenya	m	young chimps	28	24/11/2018		1	8	r	r	1		1
Niyonkuru	kenya	m	young chimps	28	24/11/2018		1	9	r	l	0		0
Niyonkuru	kenya	m	young chimps	28	24/11/2018		1	10	l	r	0		0
Niyonkuru	kenya	m	young chimps	28	24/11/2018		1	11	l	r	0		1
Niyonkuru	kenya	m	young chimps	28	24/11/2018		1	12	r	r	1		1
Niyonkuru	kenya	m	young chimps	28	25/11/2018		2	1	r	r	1		
Niyonkuru	kenya	m	young chimps	28	25/11/2018		2	2	l	r	0		1
Niyonkuru	kenya	m	young chimps	28	25/11/2018		2	3	r	l	0		0
Niyonkuru	kenya	m	young chimps	28	25/11/2018		2	4	l	r	0		0
Niyonkuru	kenya	m	young chimps	28	25/11/2018		2	5	r	l	0		0
Niyonkuru	kenya	m	young chimps	28	25/11/2018		2	6	l	r	0		0
Niyonkuru	kenya	m	young chimps	28	25/11/2018		2	7	l	r	0		1
Niyonkuru	kenya	m	young chimps	28	25/11/2018		2	8	r	r	1		1
Niyonkuru	kenya	m	young chimps	28	25/11/2018		2	9	r	r	1		1
Niyonkuru	kenya	m	young chimps	28	25/11/2018		2	10	l	r	0		1
Niyonkuru	kenya	m	young chimps	28	25/11/2018		2	11	l	r	0		1
Niyonkuru	kenya	m	young chimps	28	25/11/2018		2	12	r	r	1		1
Joy	kenya	f	young chimps	14	24/11/2018		1	1	r	l	0		
Joy	kenya	f	young chimps	14	24/11/2018		1	2	l	r	0		0
Joy	kenya	f	young chimps	14	24/11/2018		1	3	r	l	0		0
Joy	kenya	f	young chimps	14	24/11/2018		1	4	l	r	0		0
Joy	kenya	f	young chimps	14	24/11/2018		1	5	r	l	0		0
Joy	kenya	f	young chimps	14	24/11/2018		1	6	l	r	0		0
Joy	kenya	f	young chimps	14	24/11/2018		1	7	l	r	0		1
Joy	kenya	f	young chimps	14	24/11/2018		1	8	r	l	0		0
Joy	kenya	f	young chimps	14	24/11/2018		1	9	r	r	1		0
Joy	kenya	f	young chimps	14	24/11/2018		1	10	l	r	0		1
Joy	kenya	f	young chimps	14	24/11/2018		1	11	l	r	0		1
Joy	kenya	f	young chimps	14	24/11/2018		1	12	r	l	0		0
Joy	kenya	f	young chimps	14	25/11/2018		2	1	r	l	0		
Joy	kenya	f	young chimps	14	25/11/2018		2	2	l	r	0		0
Joy	kenya	f	young chimps	14	25/11/2018		2	3	r	r	1		1
Joy	kenya	f	young chimps	14	25/11/2018		2	4	l	r	0		1
Joy	kenya	f	young chimps	14	25/11/2018		2	5	r	r	1		1
Joy	kenya	f	young chimps	14	25/11/2018		2	6	l	r	0		1
Joy	kenya	f	young chimps	14	25/11/2018		2	7	l	r	0		1
Joy	kenya	f	young chimps	14	25/11/2018		2	8	r	r	1		1
Joy	kenya	f	young chimps	14	25/11/2018		2	9	r	r	1		1
Joy	kenya	f	young chimps	14	25/11/2018		2	10	l	r	0		1
Joy	kenya	f	young chimps	14	25/11/2018		2	11	l	r	0		1
Joy	kenya	f	young chimps	14	25/11/2018		2	12	r	l	0		0
Bahati	kenya	f	young chimps	25	24/11/2018		1	1	r	l	0		
Bahati	kenya	f	young chimps	25	24/11/2018		1	2	l	r	0		0
Bahati	kenya	f	young chimps	25	24/11/2018		1	3	r	l	0		0
Bahati	kenya	f	young chimps	25	24/11/2018		1	4	l	l	1		1
Bahati	kenya	f	young chimps	25	24/11/2018		1	5	r	l	0		1
Bahati	kenya	f	young chimps	25	24/11/2018		1	6	l	r	0		0
Bahati	kenya	f	young chimps	25	24/11/2018		1	7	l	r	0		1
Bahati	kenya	f	young chimps	25	24/11/2018		1	8	r	l	0		0
Bahati	kenya	f	young chimps	25	24/11/2018		1	9	r	r	1		0
Bahati	kenya	f	young chimps	25	24/11/2018		1	10	l	r	0		1
Bahati	kenya	f	young chimps	25	24/11/2018		1	11	l	l	1		0
Bahati	kenya	f	young chimps	25	24/11/2018		1	12	r	l	0		1
Bahati	kenya	f	young chimps	25	25/11/2018		2	1	r	l	0		
Bahati	kenya	f	young chimps	25	25/11/2018		2	2	l	l	1		1
Bahati	kenya	f	young chimps	25	25/11/2018		2	3	r	l	0		1
Bahati	kenya	f	young chimps	25	25/11/2018		2	4	l	l	1		1
Bahati	kenya	f	young chimps	25	25/11/2018		2	5	r	l	0		1
Bahati	kenya	f	young chimps	25	25/11/2018		2	6	l	l	1		1
Bahati	kenya	f	young chimps	25	25/11/2018		2	7	l	l	1		1
Bahati	kenya	f	young chimps	25	25/11/2018		2	8	r	l	0		1
Bahati	kenya	f	young chimps	25	25/11/2018		2	9	r	l	0		1
Bahati	kenya	f	young chimps	25	25/11/2018		2	10	l	l	1		1
Bahati	kenya	f	young chimps	25	25/11/2018		2	11	l	l	1		1
Bahati	kenya	f	young chimps	25	25/11/2018		2	12	r	l	0		1
Dufatanya	kenya	f	young chimps	27	24/11/2018		1	1	r	l	0		
Dufatanya	kenya	f	young chimps	27	24/11/2018		1	2	l	r	0		0
Dufatanya	kenya	f	young chimps	27	24/11/2018		1	3	r	r	1		1
Dufatanya	kenya	f	young chimps	27	24/11/2018		1	4	l	r	0		1
Dufatanya	kenya	f	young chimps	27	24/11/2018		1	5	r	l	0		0
Dufatanya	kenya	f	young chimps	27	24/11/2018		1	6	l	r	0		0
Dufatanya	kenya	f	young chimps	27	24/11/2018		1	7	l	r	0		1
Dufatanya	kenya	f	young chimps	27	24/11/2018		1	8	r	r	1		1
Dufatanya	kenya	f	young chimps	27	24/11/2018		1	9	r	l	0		0
Dufatanya	kenya	f	young chimps	27	24/11/2018		1	10	l	r	0		0
Dufatanya	kenya	f	young chimps	27	24/11/2018		1	11	l	r	0		1
Dufatanya	kenya	f	young chimps	27	24/11/2018		1	12	r	r	1		1
Dufatanya	kenya	f	young chimps	27	25/11/2018		2	1	r	l	0		
Dufatanya	kenya	f	young chimps	27	25/11/2018		2	2	l	r	0		0
Dufatanya	kenya	f	young chimps	27	25/11/2018		2	3	r	r	1		1
Dufatanya	kenya	f	young chimps	27	25/11/2018		2	4	l	l	1		0
Dufatanya	kenya	f	young chimps	27	25/11/2018		2	5	r	r	1		0
Dufatanya	kenya	f	young chimps	27	25/11/2018		2	6	l	r	0		1
Dufatanya	kenya	f	young chimps	27	25/11/2018		2	7	l	r	0		1
Dufatanya	kenya	f	young chimps	27	25/11/2018		2	8	r	r	1		1
Dufatanya	kenya	f	young chimps	27	25/11/2018		2	9	r	r	1		1
Dufatanya	kenya	f	young chimps	27	25/11/2018		2	10	l	r	0		1
Dufatanya	kenya	f	young chimps	27	25/11/2018		2	11	l	r	0		1
Dufatanya	kenya	f	young chimps	27	25/11/2018		2	12	r	l	0		0
Akela	kenya	f	young chimps	30	24/11/2018		1	1	r	l	0		
Akela	kenya	f	young chimps	30	24/11/2018		1	2	l	r	0		0
Akela	kenya	f	young chimps	30	24/11/2018		1	3	r	l	0		0
Akela	kenya	f	young chimps	30	24/11/2018		1	4	l	r	0		0
Akela	kenya	f	young chimps	30	24/11/2018		1	5	r	l	0		0
Akela	kenya	f	young chimps	30	24/11/2018		1	6	l	r	0		0
Akela	kenya	f	young chimps	30	24/11/2018		1	7	l	r	0		1
Akela	kenya	f	young chimps	30	24/11/2018		1	8	r	r	1		1
Akela	kenya	f	young chimps	30	24/11/2018		1	9	r	r	1		1
Akela	kenya	f	young chimps	30	24/11/2018		1	10	l	r	0		1
Akela	kenya	f	young chimps	30	24/11/2018		1	11	l	r	0		1
Akela	kenya	f	young chimps	30	24/11/2018		1	12	r	l	0		0
Akela	kenya	f	young chimps	30	25/11/2018		2	1	r	l	0		
Akela	kenya	f	young chimps	30	25/11/2018		2	2	l	r	0		0
Akela	kenya	f	young chimps	30	25/11/2018		2	3	r	l	0		0
Akela	kenya	f	young chimps	30	25/11/2018		2	4	l	r	0		0
Akela	kenya	f	young chimps	30	25/11/2018		2	5	r	r	1		1
Akela	kenya	f	young chimps	30	25/11/2018		2	6	l	r	0		1
Akela	kenya	f	young chimps	30	25/11/2018		2	7	l	r	0		1
Akela	kenya	f	young chimps	30	25/11/2018		2	8	r	l	0		0
Akela	kenya	f	young chimps	30	25/11/2018		2	9	r	l	0		1
Akela	kenya	f	young chimps	30	25/11/2018		2	10	l	r	0		0
Akela	kenya	f	young chimps	30	25/11/2018		2	11	l	r	0		1
Akela	kenya	f	young chimps	30	25/11/2018		2	12	r	l	0		0
Nakuu	uganda	f	Uganda	18	28/10/2019	15	1	1	r	L	0		
Nakuu	uganda	f	Uganda	18	28/10/2019	15	1	2	l	R	0		0
Nakuu	uganda	f	Uganda	18	28/10/2019	15	1	3	r	L	0		0
Nakuu	uganda	f	Uganda	18	28/10/2019	15	1	4	l	R	0		0
Nakuu	uganda	f	Uganda	18	28/10/2019	15	1	5	r	L	0		0
Nakuu	uganda	f	Uganda	18	28/10/2019	15	1	6	l	R	0		0
Nakuu	uganda	f	Uganda	18	28/10/2019	15	1	7	l	R	0		1
Nakuu	uganda	f	Uganda	18	28/10/2019	15	1	8	r	L	0		0
Nakuu	uganda	f	Uganda	18	28/10/2019	15	1	9	r	L	0		1
Nakuu	uganda	f	Uganda	18	28/10/2019	15	1	10	l	R	0		0
Nakuu	uganda	f	Uganda	18	28/10/2019	15	1	11	l	R	0		1
Nakuu	uganda	f	Uganda	18	28/10/2019	15	1	12	r	L	0		0
Pasa	uganda	f	Uganda	19	28/10/2019	15	1	1	r	L	0		
Pasa	uganda	f	Uganda	19	28/10/2019	15	1	2	l	R	0		0
Pasa	uganda	f	Uganda	19	28/10/2019	15	1	3	r	L	0		0
Pasa	uganda	f	Uganda	19	28/10/2019	15	1	4	l	R	0		0
Pasa	uganda	f	Uganda	19	28/10/2019	15	1	5	r	L	0		0
Pasa	uganda	f	Uganda	19	28/10/2019	15	1	6	l	R	0		0
Pasa	uganda	f	Uganda	19	28/10/2019	15	1	7	l	R	0		1
Pasa	uganda	f	Uganda	19	28/10/2019	15	1	8	r	L	0		0
Pasa	uganda	f	Uganda	19	28/10/2019	15	1	9	r	L	0		1
Pasa	uganda	f	Uganda	19	28/10/2019	15	1	10	l	R	0		0
Pasa	uganda	f	Uganda	19	28/10/2019	15	1	11	l	R	0		1
Pasa	uganda	f	Uganda	19	28/10/2019	15	1	12	r	L	0		0
Baluku	uganda	m	Uganda	21	28/10/2019	15	1	1	r	L	0		
Baluku	uganda	m	Uganda	21	28/10/2019	15	1	2	l	R	0		0
Baluku	uganda	m	Uganda	21	28/10/2019	15	1	3	r	L	0		0
Baluku	uganda	m	Uganda	21	28/10/2019	15	1	4	l	L	1		1
Baluku	uganda	m	Uganda	21	28/10/2019	15	1	5	r	R	1		0
Baluku	uganda	m	Uganda	21	28/10/2019	15	1	6	l	R	0		1
Baluku	uganda	m	Uganda	21	28/10/2019	15	1	7	l	R	0		1
Baluku	uganda	m	Uganda	21	28/10/2019	15	1	8	r	L	0		0
Baluku	uganda	m	Uganda	21	28/10/2019	15	1	9	r	L	0		1
Baluku	uganda	m	Uganda	21	28/10/2019	15	1	10	l	R	0		0
Baluku	uganda	m	Uganda	21	28/10/2019	15	1	11	l	R	0		1
Baluku	uganda	m	Uganda	21	28/10/2019	15	1	12	r	L	0		0
Kisembo	uganda	m	Uganda	20	28/10/2019	15	1	1	r	L	0		
Kisembo	uganda	m	Uganda	20	28/10/2019	15	1	2	l	L	1		1
Kisembo	uganda	m	Uganda	20	28/10/2019	15	1	3	r	R	1		0
Kisembo	uganda	m	Uganda	20	28/10/2019	15	1	4	l	R	0		1
Kisembo	uganda	m	Uganda	20	28/10/2019	15	1	5	r	L	0		0
Kisembo	uganda	m	Uganda	20	28/10/2019	15	1	6	l	R	0		0
Kisembo	uganda	m	Uganda	20	28/10/2019	15	1	7	l	R	0		1
Kisembo	uganda	m	Uganda	20	28/10/2019	15	1	8	r	L	0		0
Kisembo	uganda	m	Uganda	20	28/10/2019	15	1	9	r	L	0		1
Kisembo	uganda	m	Uganda	20	28/10/2019	15	1	10	l	R	0		0
Kisembo	uganda	m	Uganda	20	28/10/2019	15	1	11	l	R	0		1
Kisembo	uganda	m	Uganda	20	28/10/2019	15	1	12	r	L	0		0
Indi	uganda	m	Uganda	19	28/10/2019	15	1	1	r	L	0		
Indi	uganda	m	Uganda	19	28/10/2019	15	1	2	l	R	0		0
Indi	uganda	m	Uganda	19	28/10/2019	15	1	3	r	L	0		0
Indi	uganda	m	Uganda	19	28/10/2019	15	1	4	l	R	0		0
Indi	uganda	m	Uganda	19	28/10/2019	15	1	5	r	L	0		0
Indi	uganda	m	Uganda	19	28/10/2019	15	1	6	l	R	0		0
Indi	uganda	m	Uganda	19	28/10/2019	15	1	7	l	R	0		1
Indi	uganda	m	Uganda	19	28/10/2019	15	1	8	r	L	0		0
Indi	uganda	m	Uganda	19	28/10/2019	15	1	9	r	L	0		1
Indi	uganda	m	Uganda	19	28/10/2019	15	1	10	l	R	0		0
Indi	uganda	m	Uganda	19	28/10/2019	15	1	11	l	L	1		0
Indi	uganda	m	Uganda	19	28/10/2019	15	1	12	r	L	0		1
Kidogo	uganda	f	Uganda	35	28/10/2019	15	1	1	r	L	0		
Kidogo	uganda	f	Uganda	35	28/10/2019	15	1	2	l	R	0		0
Kidogo	uganda	f	Uganda	35	28/10/2019	15	1	3	r	L	0		0
Kidogo	uganda	f	Uganda	35	28/10/2019	15	1	4	l	R	0		0
Kidogo	uganda	f	Uganda	35	28/10/2019	15	1	5	r	L	0		0
Kidogo	uganda	f	Uganda	35	28/10/2019	15	1	6	l	R	0		0
Kidogo	uganda	f	Uganda	35	28/10/2019	15	1	7	l	R	0		1
