Subject	Site	Gender	Group	Age	Date	Trial	Type	Grid	2ndtask_initial	2ndtask_end	NrUntilfindGrid	choice P2	corr P2	choice01	choice01_x	choice01_y	food_x	food_y	distance_c01	choice1_correct	choice02	choice03	choice04	choice05	choice06	choice07	choice08	choice09	choice10	choice11	choice12	choice13	choice14	choice15	choice16	choice17	choice18	choice19	choice20	choice21	choice22	choice23	choice24	choice25	choice26	choice27	choice28	choice29	choice30	choice31	choice32	choice33	choice34	choice35	choice36	choice37	choice38	choice39	choice40	choice41	choice42	choice43	choice44	choice45	choice46	choice47	choice48	choice49	choice50	choice51	choice52	choice53	choice54	choice55	choice56	choice57	choice58	choice59	choice60
Niyonkuru	kenya	m	young chimps	28		10	test	8	2	1	13	2	0	11	3	3	4	2	1.414213562	0	15	14	13	9	5	1	2	3	4	3	7	8																																															
Niyonkuru	kenya	m	young chimps	28		11	test	7	3	1	6	3	0	11	3	3	3	2	1	0	3	4	2	6	7																																																						
Niyonkuru	kenya	m	young chimps	28		12	test	15	2	3	11	3	1	7	3	2	3	4	2	0	6	3	4	8	11	10	6	5	14	15																																																	
Kisa	kenya	m	young chimps	25		1	warm-up	8			6			15	3	4	4	2	2.236067977	0	14	10	6	7	8																																																						
Kisa	kenya	m	young chimps	25		2	warm-up	3			4			4	4	1	3	1	1	0	8	4	3																																																								
Kisa	kenya	m	young chimps	25		1	test	9	1	2	3	2	1	11	3	3	1	3	2	0	10	9																																																									
Kisa	kenya	m	young chimps	25		2	test	6	3	1	17	1	1	11	3	3	2	2	1.414213562	0	10	9	5	1	5	9	13	14	10	11	12	16	15	14	13	6																																											
Kisa	kenya	m	young chimps	25		3	test	10	2	3	1	3	1	10	2	3	2	3	0	1																																																											
Kisa	kenya	m	young chimps	25		4	test	12	3	2	8	3	0	11	3	3	4	3	1	0	3	2	1	6	10	11	12																																																				
Kisa	kenya	m	young chimps	25		5	test	2	2	1	18	1	1	3	3	1	2	1	1	0	7	12	16	15	14	13	9	13	14	15	12	16	8	4	3	2																																											
Kisa	kenya	m	young chimps	25		6	test	11	1	3	1	1	0	11	3	3	3	3	0	1																																																											
Kisa	kenya	m	young chimps	25		7	test	5	1	2	6	3	0	11	3	3	1	2	2.236067977	0	6	3	2	1	4																																																						
Kisa	kenya	m	young chimps	25		8	test	3	3	2	19	1	0	10	2	3	3	1	2.236067977	0	14	15	11	12	16	15	14	13	9	5	6	1	13	14	15	8	3																																										
Kisa	kenya	m	young chimps	25		9	test	14	1	3	2	2	0	15	3	4	2	4	1	0	14																																																										
Kisa	kenya	m	young chimps	25		10	test	8	2	1	10	2	0	15	3	4	4	2	2.236067977	0	14	10	13	9	6	5	2	3	8																																																		
Kisa	kenya	m	young chimps	25		11	test	7	3	1	2	1	1	8	4	2	3	2	1	0	7																																																										
Kisa	kenya	m	young chimps	25		12	test	15	2	3	10	3	1	11	3	3	3	4	1	0	10	8	7	3	2	6	10	13	15																																																		
Joy	kenya	f	young chimps	14		1	warm-up	8						3	3	1	4	2	1.414213562	0	15	3	16	15	14	16	7	5	13	15	16	7	3	2	1	10	14	16	6	2	7	6	11	3	2	14	13	5	8																														
Joy	kenya	f	young chimps	14		2	warm-up	3			2			6	2	2	3	1	1.414213562	0	3																																																										
Joy	kenya	f	young chimps	14		1	test	9	1	2	10	2	1	2	2	1	1	3	2.236067977	0	1	15	14	16	8	3	1	5	9																																																		
Joy	kenya	f	young chimps	14		2	test	6	3	1	1	3	0	6	2	2	2	2	0	1																																																											
Joy	kenya	f	young chimps	14		3	test	10	2	3	6	3	1	6	2	2	2	3	1	0	7	11	15	14	10																																																						
Joy	kenya	f	young chimps	14		4	test	12	3	2	12	2	1	11	3	3	4	3	1	0	15	7	6	10	14	13	9	5	7	8	12																																																
Joy	kenya	f	young chimps	14		5	test	2	2	1	7	1	1	7	3	2	2	1	1.414213562	0	11	15	14	10	6	2																																																					
Joy	kenya	f	young chimps	14		6	test	11	1	3	7	3	1	6	2	2	3	3	1.414213562	0	10	14	13	5	7	11																																																					
Joy	kenya	f	young chimps	14		7	test	5	1	2	10	2	1	11	3	3	1	2	2.236067977	0	7	6	10	15	16	14	13	9	5																																																		
Joy	kenya	f	young chimps	14		8	test	3	3	2	20	2	1	11	3	3	3	1	2	0	6	1	2	5	10	14	13	9	8	12	16	15	11	7	6	1	5	3																																									
Joy	kenya	f	young chimps	14		9	test	14	1	3	5	3	1	7	3	2	2	4	2.236067977	0	12	11	15	14																																																							
Joy	kenya	f	young chimps	14		10	test	8	2	1	11	1	1	10	2	3	4	2	2.236067977	0	11	15	14	9	5	9	13	15	12	8																																																	
Joy	kenya	f	young chimps	14		11	test	11	3	1	3	1	1	7	3	2	3	3	1	0	6	11																																																									
Joy	kenya	f	young chimps	14		12	test	15	2	3	2	3	1	11	3	3	3	4	1	0	15																																																										
Bahati	kenya	m	young chimps	25		1	warm-up	8			4			15	3	4	4	2	2.236067977	0	16	12	8																																																								
Bahati	kenya	m	young chimps	25		2	warm-up	3			17			8	4	2	3	1	1.414213562	0	7	6	13	15	16	12	8	7	6	5	11	9	13	5	2	3																																											
Bahati	kenya	m	young chimps	25		1	test	9	1	2	12	3	0	6	2	2	1	3	1.414213562	0	7	5	13	12	8	16	15	11	10	13	9																																																
Bahati	kenya	m	young chimps	25		2	test	6	3	1	1	2	0	6	2	2	2	2	0	1																																																											
Bahati	kenya	m	young chimps	25		3	test	10	2	3	13	1	0	6	2	2	2	3	1	0	4	8	7	6	5	9	13	14	15	16	12	10																																															
Bahati	kenya	m	young chimps	25		4	test	12	3	2	7	1	0	10	2	3	4	3	2	0	9	13	14	15	16	12																																																					
Bahati	kenya	m	young chimps	25		5	test	2	2	1	22	1	1	5	1	2	2	1	1.414213562	0	6	7	9	13	14	10	11	7	6	5	1	4	3	7	8	16	11	6	9	5	2																																						
Bahati	kenya	m	young chimps	25		6	test	11	1	3	31	1	0	6	2	2	3	3	1.414213562	0	5	9	13	10	6	7	3	4	1	5	6	7	2	4	8	7	6	2	5	9	13	10	9	5	1	2	7	6	7	11																													
Bahati	kenya	m	young chimps	25		7	test	5	1	2	1	2	1	5	1	2	1	2	0	1																																																											
Bahati	kenya	m	young chimps	25		8	test	3	3	2	4	2	1	2	2	1	3	1	1	0	1	5	3																																																								
Bahati	kenya	m	young chimps	25		9	test	14	1	3	3	1	0	9	1	3	2	4	1.414213562	0	13	14																																																									
Bahati	kenya	m	young chimps	25		10	test	8	2	1	11	2	0	15	3	4	4	2	2.236067977	0	14	13	5	9	10	6	1	2	7	8																																																	
Bahati	kenya	m	young chimps	25		11	test	7	3	1	8	1	1	13	1	4	3	2	2.828427125	0	10	14	11	16	12	8	7																																																				
Bahati	kenya	m	young chimps	25		12	test	15	2	3	4	2	0	8	4	2	3	4	2.236067977	0	12	16	15																																																								
Dufatanya	kenya	m	young chimps	27		1	warm-up	8			1			8	4	2	4	2	0	1																																																											
Dufatanya	kenya	m	young chimps	27		2	warm-up	3			11			6	2	2	3	1	1.414213562	0	7	6	5	9	14	15	8	2	4	3																																																	
Dufatanya	kenya	m	young chimps	27		1	test	9	1	2	7	1	0	7	3	2	1	3	2.236067977	0	8	6	14	10	5	9																																																					
Dufatanya	kenya	m	young chimps	27		2	test	6	3	1	1	1	1	6	2	2	2	2	0	1																																																											
Dufatanya	kenya	m	young chimps	27		3	test	10	2	3	1	2	0	10	2	3	2	3	0	1																																																											
Dufatanya	kenya	m	young chimps	27		4	test	12	3	2	3	2	1	10	2	3	4	3	2	0	11	12																																																									
Dufatanya	kenya	m	young chimps	27		5	test	2	2	1	6	1	1	10	2	3	2	1	2	0	8	12	16	3	2																																																						
Dufatanya	kenya	m	young chimps	27		6	test	11	1	3	32	2	0	10	2	3	3	3	1	0	6	10	14	12	6	7	2	3	4	2	1	6	8	12	16	15	14	10	9	14	10	6	2	1	5	3	4	8	12	11																													
Dufatanya	kenya	m	young chimps	27		7	test	5	1	2	6	2	1	6	2	2	1	2	1	0	7	8	11	10	5																																																						
Dufatanya	kenya	m	young chimps	27		8	test	3	3	2	6	2	1	7	3	2	3	1	1	0	6	5	2	4	3																																																						
Dufatanya	kenya	m	young chimps	27		9	test	14	1	3	3	1	0	11	3	3	2	4	1.414213562	0	10	14																																																									
Dufatanya	kenya	m	young chimps	27		10	test	8	2	1	7	1	1	6	2	2	4	2	2	0	10	14	7	3	4	8																																																					
Dufatanya	kenya	m	young chimps	27		11	test	7	3	1	2	2	0	11	3	3	3	2	1	0	7																																																										
Dufatanya	kenya	m	young chimps	27		12	test	15	2	3	7	2	0	11	3	3	3	4	1	0	7	3	6	5	10	15																																																					
Akela	kenya	f	young chimps	30		1	warm-up	8			13			6	2	2	4	2	2	0	7	11	15	14	13	5	6	7	3	7	4	8																																															
Akela	kenya	f	young chimps	30		2	warm-up	3			5			7	3	2	3	1	1	0	8	7	6	3																																																							
Akela	kenya	f	young chimps	30		1	test	9	1	2	11	2	1	11	3	3	1	3	2	0	7	6	3	8	12	16	14	15	13	9																																																	
Akela	kenya	f	young chimps	30		2	test	6	3	1	2	1	1	14	2	4	2	2	2	0	6																																																										
Akela	kenya	f	young chimps	30		3	test	10	2	3	8	3	1	7	3	2	2	3	1.414213562	0	6	8	3	2	16	14	10																																																				
Akela	kenya	f	young chimps	30		4	test	12	3	2	14	2	1	7	3	2	4	3	1.414213562	0	6	3	2	5	16	14	13	10	6	2	4	8	12																																														
Akela	kenya	f	young chimps	30		5	test	2	2	1	7	1	1	15	3	4	2	1	3.16227766	0	6	3	7	8	4	2																																																					
Akela	kenya	f	young chimps	30		6	test	11	1	3	26	3	1	7	3	2	3	3	1	0	3	7	5	6	14	15	16	12	8	4	2	6	5	1	2	3	4	15	14	13	16	15	14	10	11																																		
Akela	kenya	f	young chimps	30		7	test	5	1	2	4	2	1	8	4	2	1	2	3	0	7	6	5																																																								
Akela	kenya	f	young chimps	30		8	test	3	3	2	4	2	1	7	3	2	3	1	1	0	6	5	3																																																								
Akela	kenya	f	young chimps	30		9	test	14	1	3	2	3	1	7	3	2	2	4	2.236067977	0	14																																																										
Akela	kenya	f	young chimps	30		10	test	8	2	1	8	1	1	7	3	2	4	2	1	0	6	5	2	1	3	4	8																																																				
Akela	kenya	f	young chimps	30		11	test	7	3	1	1	1	1	7	3	2	3	2	0	1																																																											
Akela	kenya	f	young chimps	30		12	test	15	2	3	10	3	1	16	4	4	3	4	1	0	14	7	5	2	8	12	16	14	15																																																		
Safari	kenya	m	old chimps	34		1	warm-up	8			2			16	4	4	4	2	2	0	8																																																										
Safari	kenya	m	old chimps	34		2	warm-up	3			2			8	4	2	3	1	1.414213562	0	3																																																										
Safari	kenya	m	old chimps	34		1	test	9	1	2		2	1	5	1	2	1	3	1	0	1	2	3	4	3	5	10	11	12	8	7	16	12	16	15																																												
Safari	kenya	m	old chimps	34		2	test	6	3	1	1	2	0	6	2	2	2	2	0	1																																																											
Safari	kenya	m	old chimps	34		3	test	10	2	3	1	3	1	10	2	3	2	3	0	1																																																											
Safari	kenya	m	old chimps	34		4	test	12	3	2	1	3	0	12	4	3	4	3	0	1																																																											
Safari	kenya	m	old chimps	34		5	test	2	2	1	10	1	1	12	4	3	2	1	2.828427125	0	11	10	9	5	6	7	8	3	2																																																		
Safari	kenya	m	old chimps	34		6	test	11	1	3	1	2	0	11	3	3	3	3	0	1																																																											
Safari	kenya	m	old chimps	34		7	test	5	1	2	5	2	1	12	4	3	1	2	3.16227766	0	10	11	6	5																																																							
Safari	kenya	m	old chimps	34		8	test	3	3	2	6	3	0	6	2	2	3	1	1.414213562	0	5	7	2	1	3																																																						
Safari	kenya	m	old chimps	34		9	test	14	1	3	1	3	1	14	2	4	2	4	0	1																																																											
Safari	kenya	m	old chimps	34		10	test	8	2	1	7	2	0	10	2	3	4	2	2.236067977	0	9	5	1	3	4	8																																																					
Safari	kenya	m	old chimps	34		11	test	7	3	1	3	2	0	12	4	3	3	2	1.414213562	0	11	7																																																									
Safari	kenya	m	old chimps	34		12	test	15	2	3	15	2	0	11	3	3	3	4	1	0	10	6	8	7	3	2	1	5	9	6	4	12	16	15																																													
Oscar	kenya	m	old chimps	21		1	warm-up	8			4			4	4	1	4	2	1	0	1	3	8																																																								
Oscar	kenya	m	old chimps	21		2	warm-up	3			1			3	3	1	3	1	0	1																																																											
Oscar	kenya	m	old chimps	21		1	test	9	1	2	1	1	0	9	1	3	1	3	0	1																																																											
Oscar	kenya	m	old chimps	21		2	test	6	3	1	2	1	1	8	4	2	2	2	2	0	6																																																										
Oscar	kenya	m	old chimps	21		3	test	10	2	3	5	1	0	8	4	2	2	3	2.236067977	0	1	6	5	10																																																							
Oscar	kenya	m	old chimps	21		4	test	12	3	2	9	1	0	4	4	1	4	3	2	0	7	6	1	2	3	4	8	12																																																			
Oscar	kenya	m	old chimps	21		5	test	2	2	1	7	2	0	12	4	3	2	1	2.828427125	0	8	6	3	4	1	2																																																					
Oscar	kenya	m	old chimps	21		6	test	11	1	3	1	1	0	11	3	3	3	3	0	1																																																											
Oscar	kenya	m	old chimps	21		7	test	5	1	2	6	1	0	10	2	3	1	2	1.414213562	0	11	8	7	6	5																																																						
Oscar	kenya	m	old chimps	21		8	test	3	3	2	8	3	0	11	3	3	3	1	2	0	10	9	5	6	7	8	3																																																				
Oscar	kenya	m	old chimps	21		9	test	14	1	3	15	1	0	10	2	3	2	4	1	0	5	6	7	8	3	2	1	5	9	10	11	12	15	14																																													
Oscar	kenya	m	old chimps	21		10	test	8	2	1	5	1	1	6	2	2	4	2	2	0	1	2	7	8																																																							
Oscar	kenya	m	old chimps	21		11	test	7	3	1	33	1	1	10	2	3	3	2	1.414213562	0	11	8	12	16	15	14	9	10	6	1	2	3	4	8	12	11	10	13	14	13	9	10	11	15	16	15	14	13	9	10	11	7																											
Oscar	kenya	m	old chimps	21		12	test	15	2	3	4	2	0	11	3	3	3	4	1	0	8	12	15																																																								
Judy	kenya	f	old chimps	35		1	warm-up	8			3			3	3	1	4	2	1.414213562	0	4	8																																																									
Judy	kenya	f	old chimps	35		2	warm-up	3			4			5	1	2	3	1	2.236067977	0	1	4	3																																																								
Judy	kenya	f	old chimps	35		1	test	9	1	2	9	1	0	10	2	3	1	3	1	0	11	8	12	4	3	2	1	9																																																			
Judy	kenya	f	old chimps	35		2	test	6	3	1	13	3	0	11	3	3	2	2	1.414213562	0	10	9	5	1	3	2	1	3	4	8	7	6																																															
Judy	kenya	f	old chimps	35		3	test	10	2	3	6	1	0	9	1	3	2	3	1	0	5	1	2	6	10																																																						
Judy	kenya	f	old chimps	35		4	test	12	3	2	3	3	0	11	3	3	4	3	1	0	10	12																																																									
Judy	kenya	f	old chimps	35		5	test	2	2	1	8	1	1	11	3	3	2	1	2.236067977	0	12	7	14	9	5	1	2																																																				
Judy	kenya	f	old chimps	35		6	test	11	1	3	1	3	1	11	3	3	3	3	0	1																																																											
Judy	kenya	f	old chimps	35		7	test	5	1	2	2	2	1	6	2	2	1	2	1	0	5																																																										
Judy	kenya	f	old chimps	35		8	test	3	3	2	3	2	1	6	2	2	3	1	1.414213562	0	2	3																																																									
Judy	kenya	f	old chimps	35		9	test	14	1	3	4	3	1	11	3	3	2	4	1.414213562	0	10	13	14																																																								
Judy	kenya	f	old chimps	35		10	test	8	2	1	6	1	1	11	3	3	4	2	1.414213562	0	10	9	6	7	8																																																						
Judy	kenya	f	old chimps	35		11	test	7	3	1	1	1	1	7	3	2	3	2	0	1																																																											
Judy	kenya	f	old chimps	35		12	test	15	2	3	24	3	1	12	4	3	3	4	1.414213562	0	11	10	8	7	6	5	1	2	3	4	8	12	14	13	9	5	1	2	3	4	12	16	15																																				
Alley	kenya	f	old chimps	31		1	warm-up	8			7			7	3	2	4	2	1	0	6	11	10	5	15	8																																																					
Alley	kenya	f	old chimps	31		2	warm-up	3			2			7	3	2	3	1	1	0	3																																																										
Alley	kenya	f	old chimps	31		1	test	9	1	2	4	1	0	10	2	3	1	3	1	0	11	10	9																																																								
Alley	kenya	f	old chimps	31		2	test	6	3	1	4	1	1	10	2	3	2	2	1	0	11	9	6																																																								
Alley	kenya	f	old chimps	31		3	test	10	2	3	1	2	0	10	2	3	2	3	0	1																																																											
Alley	kenya	f	old chimps	31		4	test	12	3	2	9	2	1	10	2	3	4	3	2	0	11	7	6	8	4	3	10	12																																																			
Alley	kenya	f	old chimps	31		5	test	2	2	1	8	1	1	6	2	2	2	1	1	0	10	11	12	7	6	10	2																																																				
Alley	kenya	f	old chimps	31		6	test	11	1	3	19	2	0	10	2	3	3	3	1	0	6	12	8	4	12	4	10	6	10	7	2	1	3	10	13	12	10	11																																									
Alley	kenya	f	old chimps	31		7	test	5	1	2		2	1	10	2	3	1	2	1.414213562	0	11	6	7	4	3	2	16	10	11	12	1	2																																															
Alley	kenya	f	old chimps	31		8	test	3	3	2		2	1	11	3	3	3	1	2	0	10	15	12	8	13	14	9	5	1	9																																																	
Alley	kenya	f	old chimps	31		9	test	14	1	3	6	1	0	15	3	4	2	4	1	0	11	7	10	11	14																																																						
Alley	kenya	f	old chimps	31		10	test	8	2	1		1	1	14	2	4	4	2	2.828427125	0	16	2	10	11																																																							
Alley	kenya	f	old chimps	31		11	test	7	3	1	2	1	1	11	3	3	3	2	1	0	7																																																										
Alley	kenya	f	old chimps	31		12	test	15	2	3	1	1	0	15	3	4	3	4	0	1																																																											
George	kenya	m	old chimps	15		1	warm-up	8			2			6	2	2	4	2	2	0	8																																																										
George	kenya	m	old chimps	15		2	warm-up	3						7	3	2	3	1	1	0	6	2	6	8	12	14	9	5	1	2	4	12	16	15	11	7																																											
George	kenya	m	old chimps	15		2	warm-up	3			8			7	3	2	3	1	1	0	8	11	10	14	9	6	3																																																				
George	kenya	m	old chimps	15		1	test	9	1	2							1	3																																																													
George	kenya	m	old chimps	15		2	test	6	3	1							2	2																																																													
George	kenya	m	old chimps	15		3	test	10	2	3							2	3																																																													
George	kenya	m	old chimps	15		4	test	12	3	2							4	3																																																													
George	kenya	m	old chimps	15		5	test	2	2	1							2	1																																																													
George	kenya	m	old chimps	15		6	test	11	1	3							3	3																																																													
George	kenya	m	old chimps	15		7	test	5	1	2							1	2																																																													
George	kenya	m	old chimps	15		8	test	3	3	2							3	1																																																													
George	kenya	m	old chimps	15		9	test	14	1	3							2	4																																																													
George	kenya	m	old chimps	15		10	test	8	2	1							4	2																																																													
George	kenya	m	old chimps	15		11	test	7	3	1							3	2																																																													
George	kenya	m	old chimps	15		12	test	15	2	3							3	4																																																													
Ajabu	kenya	f	old chimps	10		1	warm-up	8			1			8	4	2	4	2	0	1																																																											
Ajabu	kenya	f	old chimps	10		2	warm-up	3			5			10	2	3	3	1	2.236067977	0	11	8	4	3																																																							
Ajabu	kenya	f	old chimps	10		1	test	9	1	2	12	1	0	11	3	3	1	3	2	0	12	8	7	3	5	1	6	10	14	13	9																																																
Ajabu	kenya	f	old chimps	10		2	test	6	3	1	35	1	1	11	3	3	2	2	1.414213562	0	12	7	8	12	10	9	5	1	2	3	7	13	14	10	9	13	14	10	7	16	8	7	11	15	14	13	9	5	10	13	14	15	10	6																									
Ajabu	kenya	f	old chimps	10		3	test	10	2	3	1	2	0	10	2	3	2	3	0	1																																																											
Ajabu	kenya	f	old chimps	10		4	test	12	3	2	1	1	0	12	4	3	4	3	0	1																																																											
Ajabu	kenya	f	old chimps	10		5	test	2	2	1	8	1	1	11	3	3	2	1	2.236067977	0	10	6	7	12	8	4	2																																																				
Ajabu	kenya	f	old chimps	10		6	test	11	1	3	2	1	0	10	2	3	3	3	1	0	11																																																										
Ajabu	kenya	f	old chimps	10		7	test	5	1	2	5	1	0	10	2	3	1	2	1.414213562	0	11	6	7	5																																																							
Ajabu	kenya	f	old chimps	10		8	test	3	3	2	7	1	0	10	2	3	3	1	2.236067977	0	11	7	5	1	2	3																																																					
Ajabu	kenya	f	old chimps	10		9	test	14	1	3	1	1	0	14	2	4	2	4	0	1																																																											
Ajabu	kenya	f	old chimps	10		10	test	8	2	1	12	1	1	11	3	3	4	2	1.414213562	0	12	16	15	14	9	5	1	2	3	4	8																																																
Ajabu	kenya	f	old chimps	10		11	test	7	3	1	3	1	1	10	2	3	3	2	1.414213562	0	11	7																																																									
Ajabu	kenya	f	old chimps	10		12	test	15	2	3	1	1	0	15	3	4	3	4	0	1																																																											
Saidia	kenya	f	old chimps	15		1	warm-up	8						7	3	2	4	2	1	0	10	9	7	11	14	2	5	9	11	16																																																	
Saidia	kenya	f	old chimps	15		1	warm-up	8			2			12	4	3	4	2	1	0	8																																																										
Saidia	kenya	f	old chimps	15		2	warm-up	3			5			10	2	3	3	1	2.236067977	0	11	7	8	3																																																							
Saidia	kenya	f	old chimps	15		1	test	9	1	2	2	1	0	10	2	3	1	3	1	0	9																																																										
Saidia	kenya	f	old chimps	15		2	test	6	3	1	1						2	2																																																													
Saidia	kenya	f	old chimps	15		3	test	10	2	3	1						2	3																																																													
Saidia	kenya	f	old chimps	15		4	test	12	3	2	1						4	3																																																													
Saidia	kenya	f	old chimps	15		5	test	2	2	1	1						2	1																																																													
Saidia	kenya	f	old chimps	15		6	test	11	1	3	1						3	3																																																													
Saidia	kenya	f	old chimps	15		7	test	5	1	2	1						1	2																																																													
Saidia	kenya	f	old chimps	15		8	test	3	3	2	1						3	1																																																													
Saidia	kenya	f	old chimps	15		9	test	14	1	3	1						2	4																																																													
Saidia	kenya	f	old chimps	15		10	test	8	2	1	1						4	2																																																													
Saidia	kenya	f	old chimps	15		11	test	7	3	1	1						3	2																																																													
Saidia	kenya	f	old chimps	15		12	test	15	2	3	1						3	4																																																													
Angela	kenya	f	old chimps	7		1	warm-up	8			6			11	3	3	4	2	1.414213562	0	9	5	10	11	8																																																						
Angela	kenya	f	old chimps	7		2	warm-up	3			9			6	2	2	3	1	1.414213562	0	8	12	6	7	5	1	2	3																																																			
Angela	kenya	f	old chimps	7		1	test	9	1	2	16	1	0	10	2	3	1	3	1	0	5	6	1	2	3	4	8	12	8	10	5	6	2	1	9																																												
Angela	kenya	f	old chimps	7		2	test	6	3	1	29	1	1	10	2	3	2	2	1	0	9	5	1	2	3	4	12	8	16	15	14	10	9	5	1	13	14	15	16	7	8	4	15	14	10	9	5	6																															
Angela	kenya	f	old chimps	7		3	test	10	2	3	1	1	0	10	2	3	2	3	0	1																																																											
Angela	kenya	f	old chimps	7		4	test	12	3	2	10	1	0	10	2	3	4	3	2	0	6	5	2	1	2	3	4	11	12																																																		
Angela	kenya	f	old chimps	7		5	test	2	2	1	8	1	1	10	2	3	2	1	2	0	11	6	7	3	4	1	2																																																				
Angela	kenya	f	old chimps	7		6	test	11	1	3	60	1	0	10	2	3	3	3	1	0	6	5	1	2	1	3	4	12	8	10	6	9	14	15	12	16	15	14	13	9	5	6	7	4	6	2	1	4	1	3	4	8	12	10	9	15	14	15	13	15	16	12	8	4	16	12	8	7	4	3	2	1	5	6	10	13	14	10	11
Angela	kenya	f	old chimps	7		7	test	5	1	2	4	1	0	11	3	3	1	2	2.236067977	0	12	8	5																																																								
Angela	kenya	f	old chimps	7		8	test	3	3	2	5	2	1	7	3	2	3	1	1	0	6	1	2	3																																																							
Angela	kenya	f	old chimps	7		9	test	14	1	3	18	1	0	10	2	3	2	4	1	0	6	3	4	8	12	11	10	9	5	1	2	3	4	12	11	10	14																																										
Angela	kenya	f	old chimps	7		10	test	8	2	1	7	1	1	10	2	3	4	2	2.236067977	0	6	5	2	3	4	8																																																					
Angela	kenya	f	old chimps	7		11	test	7	3	1	3	3	0	10	2	3	3	2	1.414213562	0	11	7																																																									
Angela	kenya	f	old chimps	7		12	test	15	2	3	11	2	0	7	3	2	3	4	2	0	11	12	3	4	2	1	5	13	14	15																																																	
Asega	uganda	m	Uganda	21	19/10/2019	1	warm-up	8			14			14	2	4	4	2	2.828427125																																																												
Asega	uganda	m	Uganda	21	19/10/2019	2	warm-up	3			5			4	4	1	3	1	1																																																												
Asega	uganda	m	Uganda	21	19/10/2019	1	test	9	1	2	8	2	1	10	2	3	1	3	1																																																												
Asega	uganda	m	Uganda	21	19/10/2019	2	test	6	3	1	8	1	1	5	1	2	2	2	1																																																												
Asega	uganda	m	Uganda	21	19/10/2019	3	test	10	2	3	1	3	1	10	2	3	2	3	0																																																												
Asega	uganda	m	Uganda	21	19/10/2019	4	test	12	3	2	2	2	1	16	4	4	4	3	1																																																												
Asega	uganda	m	Uganda	21	19/10/2019	5	test	2	2	1	4	1	1	16	4	4	2	1	3.605551275																																																												
Asega	uganda	m	Uganda	21	19/10/2019	6	test	11	1	3	31	3	1	8	4	2	3	3	1.414213562																																																												
Asega	uganda	m	Uganda	21	19/10/2019	7	test	5	1	2	10	2	1	7	3	2	1	2	2																																																												
Asega	uganda	m	Uganda	21	19/10/2019	8	test	3	3	2	3	2	1	8	4	2	3	1	1.414213562																																																												
Asega	uganda	m	Uganda	21	19/10/2019	9	test	14	1	3	11	3	1	8	4	2	2	4	2.828427125																																																												
Asega	uganda	m	Uganda	21	19/10/2019	10	test	8	2	1	17	1	1	15	3	4	4	2	2.236067977																																																												
Asega	uganda	m	Uganda	21	19/10/2019	11	test	7	3	1	2	1	1	11	3	3	3	2	1																																																												
Asega	uganda	m	Uganda	21	19/10/2019	12	test	15	2	3	1	3	1	15	3	4	3	4	0																																																												
Kisembo	uganda	m	Uganda	20	20/10/2019	1	warm-up	8			2			12	4	3	4	2	1																																																												
Kisembo	uganda	m	Uganda	20	20/10/2019	2	warm-up	3			2			4	4	1	3	1	1																																																												
Kisembo	uganda	m	Uganda	20	20/10/2019	1	test	9	1	2	13	1	0	1	1	1	1	3	2																																																												
Kisembo	uganda	m	Uganda	20	20/10/2019	2	test	6	3	1	1	1	1	6	2	2	2	2	0																																																												
Kisembo	uganda	m	Uganda	20	20/10/2019	3	test	10	2	3	1	3	1	10	2	3	2	3	0																																																												
Kisembo	uganda	m	Uganda	20	20/10/2019	4	test	12	3	2	1	2	1	12	4	3	4	3	0																																																												
Kisembo	uganda	m	Uganda	20	20/10/2019	5	test	2	2	1	2	1	1	6	2	2	2	1	1																																																												
Kisembo	uganda	m	Uganda	20	20/10/2019	6	test	11	1	3	15	2	0	6	2	2	3	3	1.414213562																																																												
Kisembo	uganda	m	Uganda	20	20/10/2019	7	test	5	1	2	8	2	1	6	2	2	1	2	1																																																												
Kisembo	uganda	m	Uganda	20	20/10/2019	8	test	3	3	2	2	2	1	7	3	2	3	1	1																																																												
Kisembo	uganda	m	Uganda	20	20/10/2019	9	test	14	1	3	1	3	1	14	2	4	2	4	0																																																												
Kisembo	uganda	m	Uganda	20	20/10/2019	10	test	8	2	1	1	1	1	8	4	2	4	2	0																																																												
Kisembo	uganda	m	Uganda	20	20/10/2019	11	test	7	3	1	1	1	1	7	3	2	3	2	0																																																												
Kisembo	uganda	m	Uganda	20	20/10/2019	12	test	15	2	3	7	3	1	10	2	3	3	4	1.414213562																																																												
Kidogo	uganda	m	Uganda	35	20/10/2019	1	warm-up	8			1			1	1	1	4	2	3.16227766																																																												
Kidogo	uganda	m	Uganda	35	20/10/2019	2	warm-up	3			2			7	3	2	3	1	1																																																												
Kidogo	uganda	m	Uganda	35	20/10/2019	1	test	9	1	2	5	2	1	14	2	4	1	3	1.414213562																																																												
Kidogo	uganda	m	Uganda	35	20/10/2019	2	test	6	3	1	2	1	1	10	2	3	2	2	1																																																												
Kidogo	uganda	m	Uganda	35	20/10/2019	3	test	10	2	3	1	3	1	10	2	3	2	3	0																																																												
Kidogo	uganda	m	Uganda	35	20/10/2019	4	test	12	3	2	1	2	1	12	4	3	4	3	0																																																												
Kidogo	uganda	m	Uganda	35	20/10/2019	5	test	2	2	1	19	1	1	7	3	2	2	1	1.414213562																																																												
